Symbol,Company,Sector,Industry,Price,Change_%,Volume,Dollar_Volume,RVOL_20D,8D_MA,50D_MA,200D_MA,RSI_14,ATR_%,Market_Cap,PS_Ratio,Forward_PE,Rev_Growth_YoY,EPS_Growth_YoY,Gross_Margin,Op_Margin,Short_%_Float,Analyst_Rating,Buy_Count,Hold_Count,Sell_Count,Target_Low,Target_Mean,Target_High,Implied_Upside_%,Description,Score,Bucket
SEZL,Sezzle Inc.,Financial Services,Credit Services,146.26,10.22,575851,84.22M,0.85,126.05,96.18,77.42,76.8,5.28,4.92B,10.23,22.42,29.2%,47.0%,74.3%,61.0%,29.2%,1.7 - Buy,5,1,0,108.0,120.33,141.0,-17.7%,Sezzle Inc. operates as a technology-enabled payments company in the United States and Canada. The company offers Sezzle Platform that provides a payments solution for consumers that extends credit at the point-of-sale allowing consumers to purchase and receive the ordered merchandise at the time of sale while paying i,50,Needs confirmation
RGTI,"Rigetti Computing, Inc.",Technology,Computer Hardware,23.08,10.01,32545545,751.15M,0.82,21.3,19.43,23.68,44.7,10.62,7.67B,765.45,-113.44,198.9%,-22.3%,30.0%,-589.8%,18.8%,1.8 - Buy,9,3,1,15.91,29.24,40.0,26.7%,"Rigetti Computing, Inc., through its subsidiaries, builds and operates quantum computers and the superconducting quantum processors the United States, the United Kingdom, rest of Europe, Asia, and internationally. The company offers quantum processing units (QPUs) and quantum computing systems to provide access to quan",50,Needs confirmation
QBTS,D-Wave Quantum Inc.,Technology,Computer Hardware,26.77,14.53,32688421,874.91M,0.98,24.76,21.91,23.74,47.4,9.69,9.92B,797.06,-69.61,-80.9%,N/A,66.3%,-1914.9%,16.8%,1.3 - Strong Buy,13,2,0,19.58,36.84,45.0,37.6%,"D-Wave Quantum Inc. engages in the development and delivery of quantum computing systems, software, and services worldwide. It provides Advantage and Advantage 2 quantum computers; Ocean, a suite of open-source tools; and Leap quantum cloud service, a cloud-based service that provides real-time access to quantum comput",45,Needs confirmation
AXTI,"AXT, Inc.",Technology,Semiconductor Equipment & Materials,115.87,19.23,8251780,956.13M,0.71,93.86,93.92,37.63,42.4,12.51,7.59B,79.13,154.24,39.1%,N/A,21.3%,-5.9%,11.7%,1.8 - Buy,3,2,0,73.0,96.5,125.0,-16.7%,"AXT, Inc. designs, develops, manufactures, and distributes compound and single element semiconductor substrates. The company provides indium phosphide for use in data center connectivity using light/lasers, high-speed data transfer in data centers, 5G communications, fiber optic lasers and detectors, consumer devices, ",35,Speculative / news-only
XNDU,Xanadu Quantum Technologies Limited,Technology,Software - Infrastructure,13.81,17.11,5016690,69.28M,0.97,12.78,17.66,N/A,32.8,9.81,4.13B,611.17,-11.19,305.2%,N/A,93.7%,-821.6%,15.7%,N/A,2,0,0,43.0,44.0,45.0,218.6%,"Xanadu Quantum Technologies Limited develops and provides photonic quantum computing technology and related software solutions and applications, including cloud-based access to quantum computers and tools for quantum programming and simulation. The company provides access to photonic quantum computers through x-series ",35,Speculative / news-only
INFQ,"Infleqtion, Inc.",Technology,Software - Infrastructure,14.95,11.36,12239992,182.93M,0.94,14.51,13.9,N/A,47.3,11.93,3.26B,96.9,-99.11,13.9%,N/A,31.0%,-354.9%,N/A,N/A,2,0,0,20.0,21.0,22.0,40.5%,"Infleqtion, Inc. engages in the development and commercialization of quantum technology products in the United States, Europe, and Asia. It delivers neutral atom solutions for quantum computing, networking, sensing, and security. The company offers quantum sensing, quantum computing and software; quantum clocks and qua",30,Speculative / news-only
GPGI,"GPGI, Inc.",Industrials,Metal Fabrication,14.15,10.55,2448563,34.65M,0.63,12.26,14.12,18.96,66.1,4.68,4.10B,170897.47,11.06,N/A,N/A,195.8%,-313879.1%,23.1%,N/A,1,1,0,15.0,20.0,25.0,41.3%,"GPGI, Inc., together with its subsidiaries, provides sustainable injection molding solutions worldwide. The company's CompoSecure business provides metal payment cards, security, and authentication solutions. It offers engineered injection molding equipment and aftermarket tooling and services focuses on developing hig",30,Speculative / news-only
VECO,Veeco Instruments Inc.,Technology,Semiconductor Equipment & Materials,85.95,10.94,2129785,183.07M,1.47,68.89,54.47,36.25,74.4,6.14,5.24B,8.01,28.19,-5.4%,N/A,38.6%,-0.4%,16.6%,N/A,1,3,0,55.0,60.33,66.0,-29.8%,"Veeco Instruments Inc., together with its subsidiaries, develops, manufactures, sells, and supports semiconductor and thin film process equipment primarily to make electronic devices in the United States, Europe, the Middle East, and Africa, China, Rest of the Asia-Pacific, and internationally. It offers laser annealin",15,Speculative / news-only
HIMS,"Hims & Hers Health, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,29.67,10.63,14624271,433.90M,0.55,27.94,25.84,33.5,67.7,7.34,6.87B,2.9,33.33,3.8%,N/A,72.9%,-7.9%,32.6%,2.7 - Hold,4,12,0,21.0,26.61,35.0,-10.3%,"Hims & Hers Health, Inc. operates as a consumer-first health and wellness platform that connects consumers to licensed healthcare professionals in the United States, the United Kingdom, Canada, Germany, the Republic of Ireland, France, Spain, and internationally. The company offers a range of curated prescription and n",15,Speculative / news-only
SMR,NuScale Power Corporation,Industrials,Specialty Industrial Machinery,10.91,10.36,26290148,286.96M,0.81,10.37,11.49,21.11,42.6,10.1,3.78B,202.35,-16.29,-95.8%,N/A,23.8%,-10181.2%,20.0%,2.5 - Hold,6,9,2,7.0,15.36,25.0,40.7%,"NuScale Power Corporation provides small modular reactor technology solutions. It offers NuScale Power Module (NPM), a light water nuclear reactor that can generate 77 megawatts of electricity (MWe). The company also provides design and nuclear regulatory licensing basis information to construct and operate the power p",15,Speculative / news-only
WOLF,"Wolfspeed, Inc.",Technology,Semiconductors,49.89,15.65,6263666,312.49M,0.98,51.04,43.61,N/A,34.0,18.02,2.59B,3.64,-9.97,-19.0%,N/A,-17.4%,-72.0%,N/A,N/A,0,1,1,40.0,40.0,40.0,-19.8%,"Wolfspeed, Inc., a semiconductor company, focuses on silicon carbide and gallium nitride (GaN) technologies in Europe, Hong Kong, China, rest of Asia Pacific, the United States, and internationally. The company offers silicon carbide and GaN materials, including silicon carbide bare wafers, epitaxial wafers, and GaN ep",0,Speculative / news-only
HYMC,Hycroft Mining Holding Corporation,Basic Materials,Gold,28.57,10.91,2109829,60.28M,0.82,26.3,35.61,25.27,38.5,7.94,2.61B,N/A,-39.68,N/A,N/A,0.0%,0.0%,16.8%,3.0 - Hold,0,1,0,N/A,N/A,N/A,N/A,"Hycroft Mining Holding Corporation, together with its subsidiaries, operates as a gold and silver exploration and development company in the United States. Its property, Hycroft Mine, consists of 25 patented claims covering approximately 1,855 acres and 3,249 unpatented lode and placer claims spanning 62,298 acres loca",0,Speculative / news-only
