Symbol,Company,Sector,Industry,Price,Change_%,Volume,Dollar_Volume,RVOL_20D,8D_MA,50D_MA,200D_MA,RSI_14,ATR_%,Market_Cap,PS_Ratio,Forward_PE,Rev_Growth_YoY,EPS_Growth_YoY,Gross_Margin,Op_Margin,Short_%_Float,Analyst_Rating,Buy_Count,Hold_Count,Sell_Count,Target_Low,Target_Mean,Target_High,Implied_Upside_%,Description,Score,Bucket
NBIS,Nebius Group N.V.,Communication Services,Internet Content & Information,190.13,28.28,25584084,4.86B,1.35,192.47,223.87,140.92,43.4,11.47,48.24B,54.95,-117.76,683.9%,N/A,72.1%,-32.1%,28.0%,1.8 - Buy,11,5,1,120.0,258.13,410.0,35.8%,"Nebius Group N.V., a technology company, engages in building full-stack infrastructure to service the global AI industry in the United States, the United Kingdom, and internationally. It offers Nebius builds full-stack infrastructure for AI, including large-scale GPU clusters, cloud platforms, and tools and services fo",50,Needs confirmation
CRWV,"CoreWeave, Inc.",Technology,Software - Infrastructure,74.67,22.78,24851707,1.86B,0.86,73.6,94.33,95.18,38.5,7.94,40.75B,6.54,-46.24,111.6%,N/A,69.4%,-6.9%,21.4%,1.8 - Buy,26,9,2,36.0,138.03,303.0,84.8%,"CoreWeave, Inc. operates as a cloud infrastructure technology company in the United States. The company offers CoreWeave Cloud platform that comprises proprietary software and cloud services that deliver the automation and efficiency needed to manage complex artificial intelligence (AI) infrastructure at scale. It also",50,Needs confirmation
AXTI,"AXT, Inc.",Technology,Semiconductor Equipment & Materials,45.2,22.3,5554997,251.11M,0.59,47.81,78.53,46.46,40.9,13.21,2.96B,30.84,58.1,39.1%,N/A,21.3%,-5.9%,17.6%,1.8 - Buy,3,2,0,52.0,91.25,125.0,101.9%,"AXT, Inc. designs, develops, manufactures, and distributes compound and single element semiconductor substrates. The company provides indium phosphide for use in data center connectivity using light/lasers, high-speed data transfer in data centers, 5G communications, fiber optic lasers and detectors, consumer devices, ",50,Needs confirmation
BTDR,Bitdeer Technologies Group,Technology,Software - Application,10.79,21.29,7111573,76.77M,0.71,11.22,15.01,13.32,38.3,9.37,2.63B,3.55,-27.5,169.4%,N/A,3.5%,-43.4%,36.8%,1.5 - Strong Buy,10,2,0,14.0,22.39,35.0,107.4%,"Bitdeer Technologies Group operates as a technology company for blockchain and high-performance computing (HPC) in Singapore, the United States, Bhutan, Norway, Finland, Ethiopia, Canada, and internationally. The company offers hash rate sharing solutions, including cloud hash rate and hash-rate subscription plans; and",50,Needs confirmation
APLD,Applied Digital Corporation,Technology,Information Technology Services,28.01,20.63,14987027,419.79M,0.7,27.68,37.59,32.68,43.1,8.51,8.06B,13.18,220.97,580.7%,N/A,25.8%,-48.2%,26.5%,1.4 - Strong Buy,10,1,0,36.5,73.32,109.0,161.8%,"Applied Digital Corporation designs, develops, and operates digital infrastructure solutions to high-performance computing (HPC) and artificial intelligence industries in North America. It operates through: Data Center Hosting Business, and HPC Hosting Business. The company offers infrastructure services to crypto mini",50,Needs confirmation
ACMR,"ACM Research, Inc.",Technology,Semiconductor Equipment & Materials,76.46,17.09,749384,57.30M,0.44,81.41,91.0,57.89,34.2,9.63,5.29B,5.51,33.95,34.2%,-18.7%,44.2%,15.6%,7.3%,N/A,7,1,0,70.0,102.14,164.0,33.6%,"ACM Research, Inc., together with its subsidiaries, develops, manufactures, and sells capital equipment in Mainland China and internationally. It also develops, manufactures, and sells a range of packaging tools to wafer assembly and packaging customers. The company provides wet cleaning equipment for front end product",50,Needs confirmation
CIFR,Cipher Digital Inc.,Technology,Information Technology Services,22.36,26.43,19602437,438.31M,0.75,22.3,23.11,18.63,50.5,11.32,9.15B,43.59,43.21,-28.8%,N/A,12.4%,-249.4%,16.7%,1.3 - Strong Buy,17,0,0,23.0,32.79,69.0,46.7%,"Cipher Digital Inc., together with its subsidiaries, develops and operates industrial-scale data centers for bitcoin mining and high-performance compute (HPC) hosting in the United States. It develops HPC data center facilities across various sites for hyperscaler tenants; operates power at one bitcoin mining data cent",45,Needs confirmation
RIOT,"Riot Platforms, Inc.",Financial Services,Capital Markets,22.27,22.07,10634351,236.77M,0.62,21.87,24.38,18.54,53.5,8.33,8.41B,12.87,-31.83,3.6%,N/A,32.3%,-280.5%,15.3%,1.4 - Strong Buy,20,1,0,20.0,29.66,45.0,33.2%,"Riot Platforms, Inc., together with its subsidiaries, operates as a Bitcoin mining company in the United States. It operates in two segments, Bitcoin Mining and Engineering. The company offers comprehensive and critical infrastructure for bitcoin mining and data center services at its facilities. The company also desig",45,Needs confirmation
CLSK,"CleanSpark, Inc.",Financial Services,Capital Markets,14.55,21.15,15300126,222.62M,0.67,14.36,15.34,13.16,56.8,9.06,3.73B,5.04,-12.79,-24.9%,N/A,50.7%,-246.3%,42.5%,1.3 - Strong Buy,13,0,0,19.0,23.19,27.0,59.4%,"CleanSpark, Inc. operates as a bitcoin mining company in the Americas. The company owns, leases, and operates data centers and power assets. Its infrastructure supports Bitcoin, a digital commodity. The company was formerly known as Stratean Inc. and changed its name to CleanSpark, Inc. in November 2016. CleanSpark, In",45,Needs confirmation
CORT,Corcept Therapeutics Incorporated,Healthcare,Biotechnology,121.15,30.34,1976357,239.44M,1.71,97.25,82.67,61.6,72.1,4.46,13.01B,16.91,33.19,4.9%,N/A,98.2%,-30.1%,11.4%,2.3 - Buy,3,0,1,50.0,115.0,165.0,-5.1%,"Corcept Therapeutics Incorporated, a biopharmaceutical company, engages in the discovery and development of medications to treat severe endocrinologic, oncologic, metabolic, and neurologic disorders in the United States. The company offers Korlym, an oral medication for the treatment of hyperglycemia secondary to hyper",30,Speculative / news-only
IREN,IREN Limited,Financial Services,Capital Markets,37.19,26.87,39509385,1.47B,0.81,37.12,49.3,48.22,44.4,9.52,13.29B,17.55,-39.56,-0.0%,N/A,68.4%,-64.5%,27.1%,1.6 - Buy,12,3,1,41.0,81.73,131.0,119.8%,"IREN Limited operates in the vertically integrated data center business in Australia and Canada. The company owns and operates computing hardware, as well as electrical infrastructure and data centers. It also mines Bitcoin, a scarce digital asset that is created and transmitted through the operation of a peer-to-peer ",30,Speculative / news-only
FRVO,Fervo Energy Company,Utilities,Utilities - Renewable,20.76,21.55,1580817,32.82M,0.39,23.53,31.17,N/A,36.3,10.61,6.12B,30737.84,-111.49,N/A,N/A,-210.6%,-32872.1%,N/A,1.5 - Strong Buy,11,1,0,34.0,45.0,51.0,116.8%,"Fervo Energy Company builds, owns, and operates geothermal power facilities in the United States. Fervo Energy Company was incorporated in 2017 and is headquartered in Houston, Texas.",30,Speculative / news-only
WULF,TeraWulf Inc.,Financial Services,Capital Markets,17.93,18.82,20532072,368.14M,0.65,18.24,23.24,17.53,36.2,8.78,8.88B,52.85,91.92,-1.1%,N/A,64.0%,-366.2%,24.8%,1.3 - Strong Buy,18,0,0,30.0,37.94,72.0,111.6%,"TeraWulf Inc., together with its subsidiaries, owns, develops, operates digital infrastructure in the United States. It also develops and operates bitcoin mining facilities for bitcoin mining and high-performance computing workloads, leveraging clean, cost-effective, and reliable energy. The company was founded in 2021",30,Speculative / news-only
UCTT,"Ultra Clean Holdings, Inc.",Technology,Semiconductor Equipment & Materials,82.02,17.89,721806,59.20M,0.53,89.5,99.03,60.51,36.1,11.04,3.68B,1.78,20.83,2.9%,N/A,15.6%,2.1%,10.7%,1.2 - Strong Buy,5,0,0,92.0,116.4,145.0,41.9%,"Ultra Clean Holdings, Inc. develops and supplies critical subsystems, components and parts, and cleaning and analytical services for the semiconductor industry in the United States and internationally. The company offers outsourced solutions for the development, design, component sourcing and cleaning, prototyping, eng",30,Speculative / news-only
ICHR,"Ichor Holdings, Ltd.",Technology,Semiconductor Equipment & Materials,72.93,17.18,327800,23.91M,0.27,81.67,83.9,48.66,33.6,10.9,2.54B,2.65,27.07,4.7%,N/A,12.0%,1.1%,6.4%,1.4 - Strong Buy,6,1,0,60.0,92.29,125.0,26.5%,"Ichor Holdings, Ltd. engages in the design, engineering, and manufacture of fluid delivery subsystems and components for semiconductor capital equipment in Singapore, the United States, Europe, and internationally. The company offers gas and chemical delivery subsystems used in the manufacturing of semiconductor device",30,Speculative / news-only
