Symbol,Company,Sector,Industry,Price,Change_%,Volume,Dollar_Volume,RVOL_20D,8D_MA,50D_MA,200D_MA,RSI_14,ATR_%,Market_Cap,PS_Ratio,Forward_PE,Rev_Growth_YoY,EPS_Growth_YoY,Gross_Margin,Op_Margin,Short_%_Float,Analyst_Rating,Buy_Count,Hold_Count,Sell_Count,Target_Low,Target_Mean,Target_High,Implied_Upside_%,Description,Score,Bucket
OUST,"Ouster, Inc.",Technology,Electronic Components,46.57,14.37,7363795,342.93M,1.94,41.44,33.09,26.83,50.7,11.13,2.97B,16.0,-1034.89,48.9%,N/A,47.7%,-39.5%,9.6%,1.3 - Strong Buy,6,1,0,33.0,46.86,75.0,0.6%,"Ouster, Inc. engages in the production and sale of lidar sensor kits for the automotive, industrial, robotics, and smart infrastructure industries in the Americas, the Asia-Pacific, Europe, the Middle East, and Africa. The company offers the Outer Sensor (OS) product line, including OSDome that provides a hemispheric f",50,Needs confirmation
SEZL,Sezzle Inc.,Financial Services,Credit Services,163.28,11.28,1210155,197.59M,1.69,138.04,101.17,78.28,78.7,5.26,5.49B,11.42,25.03,29.2%,47.0%,74.3%,61.0%,29.2%,1.7 - Buy,5,1,0,108.0,134.33,166.0,-17.7%,Sezzle Inc. operates as a technology-enabled payments company in the United States and Canada. The company offers Sezzle Platform that provides a payments solution for consumers that extends credit at the point-of-sale allowing consumers to purchase and receive the ordered merchandise at the time of sale while paying i,50,Needs confirmation
CHRN,ChronoScale Corporation,Technology,Information Technology Services,23.33,13.2,548723,12.80M,2.33,19.25,14.94,9.03,62.3,12.31,3.34B,39.57,N/A,N/A,N/A,-8.5%,-39.4%,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,"ChronoScale Corporation designs and develops a compute platform to support artificial intelligence (AI) workloads. The company focuses on large-scale deployments and provides dedicated compute environments engineered for performance, consistency, and long-term operational execution. The company is based in Dallas, Texa",35,Speculative / news-only
KMX,"CarMax, Inc.",Consumer Cyclical,Auto & Truck Dealerships,53.66,13.14,7330039,393.33M,2.05,50.59,42.39,43.49,71.1,4.78,7.61B,0.27,19.26,-1.2%,N/A,12.1%,1.8%,12.1%,2.9 - Hold,3,13,4,33.0,49.46,96.0,-7.8%,"CarMax, Inc., through its subsidiaries, operates as a retailer of used vehicles and related products in the United States. The company operates in two segments: CarMax Sales Operations and CarMax Auto Finance. The CarMax Sales Operations segment offers customers a range of makes and models of used vehicles, including d",35,Speculative / news-only
IMOS,ChipMOS TECHNOLOGIES INC.,Technology,Semiconductors,66.58,12.85,176325,11.74M,1.86,60.53,53.1,35.53,45.8,4.63,2.32B,0.09,65.92,25.4%,200.0%,12.0%,7.5%,0.3%,N/A,0,0,0,N/A,N/A,N/A,N/A,"ChipMOS TECHNOLOGIES INC. engages in the research and development, manufacture, and sale of integrated circuits, and related assembly and testing services in Taiwan, Japan, the People's Republic of China, and internationally. It operates through five segments: Testing; Assembly; Display Panel Driver Semiconductor Assem",35,Speculative / news-only
SMR,NuScale Power Corporation,Industrials,Specialty Industrial Machinery,11.74,13.54,48584275,570.38M,1.41,10.17,11.54,20.72,45.5,9.47,4.06B,217.65,-17.52,-95.8%,N/A,23.8%,-10181.2%,20.0%,2.5 - Hold,6,9,2,7.0,15.36,25.0,30.8%,"NuScale Power Corporation provides small modular reactor technology solutions. It offers NuScale Power Module (NPM), a light water nuclear reactor that can generate 77 megawatts of electricity (MWe). The company also provides design and nuclear regulatory licensing basis information to construct and operate the power p",30,Speculative / news-only
CIFR,Cipher Digital Inc.,Technology,Information Technology Services,29.18,10.74,38490631,1.12B,1.49,24.87,21.14,17.21,64.0,8.27,11.94B,56.89,43.55,-28.8%,N/A,12.4%,-249.4%,15.7%,1.3 - Strong Buy,16,0,0,23.0,32.0,69.0,9.7%,"Cipher Digital Inc., together with its subsidiaries, develops and operates industrial-scale data centers for bitcoin mining and high-performance compute (HPC) hosting in the United States. It develops HPC data center facilities across various sites for hyperscaler tenants; operates power at one bitcoin mining data cent",30,Speculative / news-only
UMC,United Microelectronics Corporation,Technology,Semiconductors,24.08,10.66,26076632,627.93M,1.77,21.45,16.51,10.46,57.1,4.33,60.42B,0.25,29.53,5.5%,108.1%,29.6%,18.5%,1.1%,3.8 - Underperform,0,1,3,7.4,10.07,12.74,-58.2%,"United Microelectronics Corporation operates as a semiconductor wafer foundry in Taiwan, China, Hong Kong, Japan, Korea, the United States, Europe, and internationally. It manufactures and sells integrated circuits. The company offers circuit design; mask tooling; wafer fabrication; and assembly and testing services fo",30,Speculative / news-only
QS,QuantumScape Corporation,Consumer Cyclical,Auto Parts,8.04,16.52,80749753,649.23M,3.71,7.22,7.64,10.08,40.7,7.54,4.95B,N/A,-13.01,N/A,N/A,0.0%,0.0%,17.6%,3.4 - Hold,0,7,2,2.5,7.16,10.0,-10.9%,"QuantumScape Corporation, together with its subsidiaries, develops solid-state lithium-metal battery technology for electric vehicles and other applications in the United States. The company was founded in 2010 and is headquartered in San Jose, California.",20,Speculative / news-only
WOLF,"Wolfspeed, Inc.",Technology,Semiconductors,57.41,17.91,9484883,544.53M,1.39,47.63,45.47,N/A,48.7,13.96,2.98B,4.19,-11.47,-19.0%,N/A,-17.4%,-72.0%,N/A,N/A,0,1,1,40.0,40.0,40.0,-30.3%,"Wolfspeed, Inc., a semiconductor company, focuses on silicon carbide and gallium nitride (GaN) technologies in Europe, Hong Kong, China, rest of Asia Pacific, the United States, and internationally. The company offers silicon carbide and GaN materials, including silicon carbide bare wafers, epitaxial wafers, and GaN ep",15,Speculative / news-only
PENG,"Penguin Solutions, Inc.",Technology,Information Technology Services,67.15,12.52,3910540,262.59M,1.5,62.47,44.92,27.01,60.1,10.91,3.53B,2.62,23.9,-6.2%,544.4%,28.3%,7.8%,28.0%,N/A,6,1,0,27.0,50.14,66.0,-25.3%,"Penguin Solutions, Inc. designs, builds, deploys and manages enterprise solutions worldwide. The company operates through three segments: Advanced Computing, Integrated Memory, and Optimized LED. It offers hardware, software, and services focusing on technical computing for core and cloud environments through high-perf",15,Speculative / news-only
HIMS,"Hims & Hers Health, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,35.47,11.23,31644542,1.12B,1.21,30.18,26.64,33.36,73.3,6.64,8.21B,3.46,39.85,3.8%,N/A,72.9%,-7.9%,32.6%,2.8 - Hold,4,11,1,21.0,27.32,39.0,-23.0%,"Hims & Hers Health, Inc. operates as a consumer-first health and wellness platform that connects consumers to licensed healthcare professionals in the United States, the United Kingdom, Canada, Germany, the Republic of Ireland, France, Spain, and internationally. The company offers a range of curated prescription and n",15,Speculative / news-only
JBLU,JetBlue Airways Corporation,Industrials,Airlines,5.68,10.72,39168502,222.48M,1.38,5.11,5.05,4.89,53.7,4.6,2.11B,0.23,-7.82,4.7%,N/A,22.1%,-10.0%,22.4%,3.4 - Hold,1,11,5,2.0,4.88,8.0,-14.1%,"JetBlue Airways Corporation provides air transportation services. The company operates a fleet of Airbus A220, Airbus A320, Airbus A320 Restyled, Airbus A321, Airbus A321 with Mint, Airbus A321neo, Airbus A321neo with Mint, and Airbus A321neoLR with Mint aircraft. It also serves 100 destinations across the United State",15,Speculative / news-only
INTC,Intel Corporation,Technology,Semiconductors,133.99,10.64,211357342,28.32B,1.58,119.56,101.43,55.51,61.0,6.11,673.43B,12.53,86.7,7.2%,N/A,37.2%,6.9%,2.7%,2.6 - Hold,13,31,4,45.0,94.14,150.0,-29.7%,"Intel Corporation designs, develops, manufactures, markets, sells, and services computing and related end products and services in the United States, Ireland, Israel, and internationally. It operates through three segments: CCG, DCAI, and Intel Foundry. The company offers client computing group products, including clie",15,Speculative / news-only
QNT,Quantinuum Inc.,Technology,Software - Application,69.8,11.24,5225680,364.75M,0.78,58.0,N/A,N/A,N/A,N/A,2.19B,128.15,N/A,-72.6%,N/A,74.4%,-1473.2%,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,"Quantinuum Inc. manufactures and develops quantum computing hardware and software in United States and Internationally. The company develops a quantum computing platform that offers solutions, such as hardware platforms, developer tools, application libraries, and solution-targeted intellectual property. Its integrated",0,Speculative / news-only
